,aid,date,event,gender,gradeLevel,meet,result,state
255,12880216,2018-May-1,400 Meters,f,11th Grade,Bob Atwell Invitational,1:13.82,WA
256,12880216,2018-Mar-29,800 Meters,f,11th Grade,RR Vs Steilacoom & Shelton Vs North Thurston - South Sound Stadium,3:00.58,WA
257,12880216,2018-Apr-12,800 Meters,f,11th Grade,Fife Open ,3:13.34,WA
258,12880216,2018-Mar-22,3200 Meters,f,11th Grade,Orting/River Ridge @ Highline,15:00.25,WA
259,1277121,2007-Jun-2,200 Meters,f,12th Grade,VHSL AAA State Championships,25.01 (-.5),VA
260,1277121,2007-Jun-2,200 Meters,f,12th Grade,VHSL AAA State Championships,24.95 (-.7,VA
261,1277121,2007-Apr-28,400 Meters,f,12th Grade,Dogwood Track Classic,56.75,VA
262,1277121,2007-Apr-28,"100m Hurdles - 33""",f,12th Grade,Dogwood Track Classic,14.36,VA
263,1277121,2007-Jun-2,"100m Hurdles - 33""",f,12th Grade,VHSL AAA State Championships,14.48,VA
264,1277121,2007-Jun-2,"100m Hurdles - 33""",f,12th Grade,VHSL AAA State Championships,14.52,VA
265,1277121,2007-Jun-2,"300m Hurdles - 30""",f,12th Grade,VHSL AAA State Championships,42.81,VA
266,1277121,2007-Jun-2,"300m Hurdles - 30""",f,12th Grade,VHSL AAA State Championships,43.19,VA
267,1277121,2007-Apr-28,High Jump,f,12th Grade,Dogwood Track Classic,5' 2,VA
268,1277121,2007-Jun-2,High Jump,f,12th Grade,VHSL AAA State Championships,5' 6,VA
269,1277121,2007-Jun-2,Long Jump,f,12th Grade,VHSL AAA State Championships,19' 0,VA
270,1277121,2007-Jun-2,Triple Jump,f,12th Grade,VHSL AAA State Championships,40' 10.5,VA
271,1277121,1200-Jan-27,300 Meters,f,12th Grade,Virginia Tech HS Invitation,40.02,VA
272,1277121,1200-Jan-13,"55m Hurdles - 33""",f,12th Grade,Montgomery Invitational,8.44,VA
273,1277121,1200-Jan-13,"55m Hurdles - 33""",f,12th Grade,Montgomery Invitational,8.49,VA
274,1277121,1200-Jan-13,High Jump,f,12th Grade,Montgomery Invitational,5' 4,VA
275,1277121,1200-Jan-27,Triple Jump,f,12th Grade,Virginia Tech HS Invitation,39' 7,VA
276,1277121,2006-May-13,Pole Vault,f,11th Grade,Southern Track Classic,10' 3,VA
277,1277121,2006-May-13,Triple Jump,f,11th Grade,Southern Track Classic,40' 0.5 (.3)SR,VA
278,1277121,1200-Jan-14,High Jump,f,11th Grade,Montgomery Invitational,5' 2SR,VA
279,1277121,1200-Jan-14,Pole Vault,f,11th Grade,Montgomery Invitational,9' 6,VA
280,9655737,2019-Apr-27,1600 Meters,f,?,AHSAA 3A Section 4,7:02.21SR,AL
281,9655737,2019-Apr-27,Pole Vault,f,?,AHSAA 3A Section 4,NH,AL
282,9655737,2017-Mar-10,1600 Meters,f,8th Grade,Albertville HS Varisty ,6:42.22,AL
283,9655737,2017-Mar-18,1600 Meters,f,8th Grade,Cullman 1A-4A Classic,6:30.90,AL
284,9655737,2017-Apr-21,1600 Meters,f,8th Grade,Jackson County Championship,6:18.0h,AL
285,9655737,2017-Apr-29,1600 Meters,f,8th Grade,AHSAA 3A Sectional 3,6:50.82,AL
286,9655737,2017-Mar-10,3200 Meters,f,8th Grade,Albertville HS Varisty ,14:16.82,AL
287,9655737,2017-Mar-18,3200 Meters,f,8th Grade,Cullman 1A-4A Classic,14:16.99,AL
288,9655737,2017-Apr-21,3200 Meters,f,8th Grade,Jackson County Championship,14:15.0hSR,AL
289,9655737,2017-Apr-29,3200 Meters,f,8th Grade,AHSAA 3A Sectional 3,14:27.42,AL
290,9655737,2017-Apr-29,Pole Vault,f,8th Grade,AHSAA 3A Sectional 3,NH,AL
291,9655737,1201-Jan-25,800 Meters,f,8th Grade,JV Meet #2,3:00.53,AL
292,9655737,1201-Jan-25,1600 Meters,f,8th Grade,JV Meet #2,6:46.99,AL
293,9655737,2016-Apr-8,1600 Meters,f,7th Grade,Albertville Aggie Invitational,6:52.42,AL
294,9655737,2016-Apr-30,1600 Meters,f,7th Grade,AHSAA 3A Section 3,6:38.78SR,AL
295,9655737,2016-Mar-19,3200 Meters,f,7th Grade,Cullman Classic Small School,14:15.93,AL
296,9655737,2016-Apr-8,3200 Meters,f,7th Grade,Albertville Aggie Invitational,13:53.74,AL
297,9655737,2016-Apr-22,3200 Meters,f,7th Grade,Fort Payne High Friday Night Lights,13:38.78,AL
298,9655737,2016-Apr-23,3200 Meters,f,7th Grade,Fort Payne HS Friday Night Lights,13:38.78,AL
299,9655737,2016-Apr-30,3200 Meters,f,7th Grade,AHSAA 3A Section 3,13:21.31,AL
300,9655737,2016-May-7,3200 Meters,f,7th Grade,AHSAA 3A State Championships,14:01.56,AL
301,8066348,2017-Apr-25,100 Meters,f,10th Grade,David Douglas and Reynolds @ Clackamas,13.75,OR
302,8066348,2017-May-10,100 Meters,f,10th Grade,6A-3 Mt. Hood Conference Championships,13.86,OR
303,8066348,2017-Mar-23,"100m Hurdles - 33""",f,10th Grade,Jim Barks/Grizzly Bear Open,27.63,OR
304,8066348,2017-Apr-7,"100m Hurdles - 33""",f,10th Grade,MVP Performance Chehalem Field and Track Classic,17.41SR,OR
305,8066348,2017-Apr-5,"300m Hurdles - 30""",f,10th Grade,Centennial and Central Catholic @ Clackamas,49.58,OR
306,8066348,2017-Apr-12,"300m Hurdles - 30""",f,10th Grade,Clackamas @ Sam Barlow,NT,OR
307,8066348,2017-Apr-14,"300m Hurdles - 30""",f,10th Grade,Canby Invitational,DNF,OR
308,8066348,2017-Apr-19,"300m Hurdles - 30""",f,10th Grade,Clackamas & Gresham @ Oregon City,50.38,OR
309,8066348,2017-Apr-21,"300m Hurdles - 30""",f,10th Grade,BMW Portland Ultimate Invitational,49.28,OR
310,8066348,2017-Apr-25,"300m Hurdles - 30""",f,10th Grade,David Douglas and Reynolds @ Clackamas,50.77,OR
311,8066348,2017-Apr-28,"300m Hurdles - 30""",f,10th Grade,Dean Nice Invitational,50.87,OR
312,8066348,2017-May-10,"300m Hurdles - 30""",f,10th Grade,6A-3 Mt. Hood Conference Championships,47.94,OR
313,8066348,2017-May-10,"300m Hurdles - 30""",f,10th Grade,6A-3 Mt. Hood Conference Championships,47.85SR,OR
314,8066348,2016-Mar-16,"100m Hurdles - 33""",f,9th Grade,Sherwood Invitational,18.13,OR
315,8066348,2016-Apr-6,"100m Hurdles - 33""",f,9th Grade,"Clackamas, Oregon City @ Gresham",22.79,OR
316,8066348,2016-Apr-8,"100m Hurdles - 33""",f,9th Grade,BMW Portland Ultimate Invitational,16.99,OR
317,8066348,2016-Apr-13,"100m Hurdles - 33""",f,9th Grade,"Clackamas, Reynolds @ Barlow",17.84c,OR
318,8066348,2016-Apr-27,"100m Hurdles - 33""",f,9th Grade,Clackamas vs. David Douglas,17.89,OR
319,8066348,2016-Mar-16,"300m Hurdles - 30""",f,9th Grade,Sherwood Invitational,50.47,OR
320,8066348,2016-Apr-6,"300m Hurdles - 30""",f,9th Grade,"Clackamas, Oregon City @ Gresham",48.70,OR
321,8066348,2016-Apr-8,"300m Hurdles - 30""",f,9th Grade,BMW Portland Ultimate Invitational,49.06,OR
322,8066348,2016-Apr-27,"300m Hurdles - 30""",f,9th Grade,Clackamas vs. David Douglas,48.01,OR
323,8066348,2016-Apr-29,"300m Hurdles - 30""",f,9th Grade,Dean Nice,48.59,OR
324,8066348,2016-May-11,"300m Hurdles - 30""",f,9th Grade,6A-3 Mt. Hood Conference Meet Day 2,47.81,OR
325,8066348,2016-May-11,"300m Hurdles - 30""",f,9th Grade,6A-3 Mt. Hood Conference Meet Day 2,46.26,OR
326,8066348,2016-May-21,"300m Hurdles - 30""",f,9th Grade,OSAA 6A State Championships,47.78,OR
327,8066348,2015-Apr-22,100 Meters,f,8th Grade,HVMS-Alder Creek,14.74c,OR
328,8066348,2015-May-7,100 Meters,f,8th Grade,Happy Valley/ Rowe,14.04c,OR
329,8066348,2015-May-14,100 Meters,f,8th Grade,HVMS v RCMS@ACMS,13.96,OR
330,8066348,2015-May-21,100 Meters,f,8th Grade,North Clackamas District Finals,13.74,OR
331,8066348,2015-May-7,200 Meters,f,8th Grade,Happy Valley/ Rowe,30.54c,OR
332,8066348,2015-May-14,200 Meters,f,8th Grade,HVMS v RCMS@ACMS,29.68,OR
333,8066348,2015-Apr-22,"80m Hurdles - 30""",f,8th Grade,HVMS-Alder Creek,14.34c,OR
334,8066348,2015-May-7,"80m Hurdles - 30""",f,8th Grade,Happy Valley/ Rowe,14.34c,OR
335,8066348,2015-May-14,"80m Hurdles - 30""",f,8th Grade,HVMS v RCMS@ACMS,13.58,OR
336,8066348,2015-May-21,"80m Hurdles - 30""",f,8th Grade,North Clackamas District Finals,13.71,OR
337,12311060,2019-Feb-23,800 Meters,m,10th Grade,Colt Classic,2:12.42,CA
338,12311060,2019-Mar-2,800 Meters,m,10th Grade,Saddle-Up Invitational,2:17.36,CA
339,12311060,2019-Mar-6,800 Meters,m,10th Grade,BigVIII league Dual Santiago vs Centennial,2:10.65,CA
340,12311060,2019-Mar-16,800 Meters,m,10th Grade,Asics Laguna Beach Trophy Invitational,2:05.69,CA
341,12311060,2019-Mar-16,800 Meters,m,10th Grade,Asics Laguna Beach Trophy Invitational,2:05.69,CA
342,12311060,2019-Mar-19,800 Meters,m,10th Grade,Centennial at Norco,2:07.45,CA
343,12311060,2019-Apr-10,800 Meters,m,10th Grade,King at Centennial,2:13.12,CA
344,12311060,2019-Apr-13,800 Meters,m,10th Grade,Inland Empire Championships,2:12.00,CA
345,12311060,2019-Apr-17,800 Meters,m,10th Grade,Roosevelt @ Centennial,2:08.29,CA
346,12311060,2019-Apr-23,800 Meters,m,10th Grade,BIG VIII Prelims _ Official,2:09.67,CA
347,12311060,2019-Apr-25,800 Meters,m,10th Grade,BIG VIII Finals _ Official,2:10.06,CA
348,12311060,2019-Feb-23,1600 Meters,m,10th Grade,Colt Classic,4:56.77,CA
349,12311060,2019-Mar-2,1600 Meters,m,10th Grade,Saddle-Up Invitational,4:53.56,CA
350,12311060,2019-Mar-6,1600 Meters,m,10th Grade,BigVIII league Dual Santiago vs Centennial,4:42.49,CA
351,12311060,2019-Mar-13,1600 Meters,m,10th Grade,Centennial at Corona,4:41.57,CA
352,12311060,2019-Mar-16,1600 Meters,m,10th Grade,Asics Laguna Beach Trophy Invitational,4:41.63,CA
353,12311060,2019-Mar-16,1600 Meters,m,10th Grade,Asics Laguna Beach Trophy Invitational,4:41.63,CA
354,12311060,2019-Mar-19,1600 Meters,m,10th Grade,Centennial at Norco,4:51.17,CA
355,12311060,2019-Apr-10,1600 Meters,m,10th Grade,King at Centennial,4:46.00,CA
356,12311060,2019-Apr-13,1600 Meters,m,10th Grade,Inland Empire Championships,4:46.23,CA
357,12311060,2019-Apr-17,1600 Meters,m,10th Grade,Roosevelt @ Centennial,4:46.84,CA
358,12311060,2019-Apr-23,1600 Meters,m,10th Grade,BIG VIII Prelims _ Official,4:46.92,CA
359,12311060,2019-Apr-25,1600 Meters,m,10th Grade,BIG VIII Finals _ Official,4:45.03,CA
360,12311060,2019-Mar-6,3200 Meters,m,10th Grade,BigVIII league Dual Santiago vs Centennial,10:42.49,CA
361,12311060,2019-Mar-13,3200 Meters,m,10th Grade,Centennial at Corona,10:31.05,CA
362,12311060,2019-Mar-19,3200 Meters,m,10th Grade,Centennial at Norco,11:06.99,CA
363,12311060,2018-Mar-10,800 Meters,m,9th Grade,Colt Classic,2:17.90,CA
364,12311060,2018-Mar-17,800 Meters,m,9th Grade,Asics Laguna Beach Trophy Invitational,2:11.41,CA
365,12311060,2018-Mar-22,800 Meters,m,9th Grade,Roosevelt vs Centennial,2:13.80,CA
366,12311060,2018-Mar-24,800 Meters,m,9th Grade,Woodbridge Invitational,2:14.46,CA
367,12311060,2018-Apr-12,800 Meters,m,9th Grade,Corona at Centennial,2:14.66,CA
368,12311060,2018-Apr-14,800 Meters,m,9th Grade,Inland Empire Chamionships,2:14.10,CA
369,12311060,2018-Apr-19,800 Meters,m,9th Grade,Norco at Centennial,2:12.16,CA
370,12311060,2018-Apr-26,800 Meters,m,9th Grade,Centennial at King,2:13.26,CA
371,12311060,2018-May-3,800 Meters,m,9th Grade,BIG VIII Finals,2:10.41SR,CA
372,12311060,2018-Mar-10,1600 Meters,m,9th Grade,Colt Classic,5:01.67,CA
373,12311060,2018-Mar-17,1600 Meters,m,9th Grade,Asics Laguna Beach Trophy Invitational,4:55.05,CA
374,12311060,2018-Mar-22,1600 Meters,m,9th Grade,Roosevelt vs Centennial,4:56.80,CA
375,12311060,2018-Mar-24,1600 Meters,m,9th Grade,Woodbridge Invitational,4:49.97,CA
376,12311060,2018-Mar-29,1600 Meters,m,9th Grade,Santiago at Centennial,4:50.04,CA
377,12311060,2018-Apr-12,1600 Meters,m,9th Grade,Corona at Centennial,5:05.03,CA
378,12311060,2018-Apr-14,1600 Meters,m,9th Grade,Inland Empire Chamionships,4:48.72SR,CA
379,12311060,2018-Apr-19,1600 Meters,m,9th Grade,Norco at Centennial,4:56.73,CA
380,12311060,2018-Apr-26,1600 Meters,m,9th Grade,Centennial at King,4:57.18,CA
381,12311060,2018-May-3,1600 Meters,m,9th Grade,BIG VIII Finals,4:48.98,CA
382,12311060,2018-Mar-29,3200 Meters,m,9th Grade,Santiago at Centennial,10:59.20,CA
383,12311060,2018-May-1,3200 Meters,m,9th Grade,BIG VIII Prelims,10:40.64SR,CA
384,9542115,2017-Mar-28,Shot Put - 12lb,m,12th Grade,Panther Invitational,26' 0.5,MO
385,9542115,2017-May-6,Shot Put - 12lb,m,12th Grade,MSHSAA Class 1 District 6,30' 6SR,MO
386,9542115,2017-Mar-28,Discus - 1.6kg,m,12th Grade,Panther Invitational,65' 4,MO
387,9542115,2017-May-6,Discus - 1.6kg,m,12th Grade,MSHSAA Class 1 District 6,70' 11,MO
388,9542115,2016-Mar-29,Shot Put - 12lb,m,11th Grade,North Platte Invitational,30' 7.5,MO
389,9542115,2016-May-7,Shot Put - 12lb,m,11th Grade,MSHSAA Class 1 District 6,29' 9.5,MO
390,12835262,2018-Mar-3,200 Meters,f,?,Redcoat Invitational,32.31,AL
391,12835262,2018-Mar-9,200 Meters,f,?,Huntsville Panther Invitational,31.70,AL
392,12835262,2018-Mar-3,400 Meters,f,?,Redcoat Invitational,1:14.49,AL
393,12835262,2018-Mar-9,400 Meters,f,?,Huntsville Panther Invitational,1:10.68,AL
394,12835262,2018-Mar-17,400 Meters,f,?,Cullman Invitational,1:11.95,AL
395,12835262,2018-Mar-17,"300m Hurdles - 30""",f,?,Cullman Invitational,59.56,AL
396,12835262,2018-Apr-3,"300m Hurdles - 30""",f,?,Huntsville Metro HS Championships,57.81,AL
397,12835262,2018-Apr-28,"300m Hurdles - 30""",f,?,AHSAA 4A Section 4,54.98,AL
398,9545031,2018-Mar-21,100 Meters,f,11th Grade,Pete Olson Memorial,16.44cSR,WY
399,9545031,2018-Mar-21,"100m Hurdles - 33""",f,11th Grade,Pete Olson Memorial,22.44cSR,WY
400,9545031,2018-Mar-21,"300m Hurdles - 30""",f,11th Grade,Pete Olson Memorial,1:10.84cSR,WY
401,9545031,2018-Mar-21,Long Jump,f,11th Grade,Pete Olson Memorial,11' 6,WY
402,9545031,2017-Apr-21,100 Meters,f,10th Grade,Green River Invitational,15.06SR,WY
403,9545031,2017-Apr-6,200 Meters,f,10th Grade,Lyman Meet,37.18,WY
404,9545031,2017-Apr-21,200 Meters,f,10th Grade,Green River Invitational,35.23,WY
405,9545031,2017-May-2,200 Meters,f,10th Grade,Jeff Hereford Memorial,34.09SR,WY
406,9545031,2017-Apr-6,"100m Hurdles - 33""",f,10th Grade,Lyman Meet,19.11,WY
407,9545031,2017-Apr-13,"100m Hurdles - 33""",f,10th Grade,Evanston Invitational,21.09,WY
408,9545031,2017-Apr-21,"100m Hurdles - 33""",f,10th Grade,Green River Invitational,21.36,WY
409,9545031,2017-May-2,"100m Hurdles - 33""",f,10th Grade,Jeff Hereford Memorial,20.68,WY
410,9545031,2017-May-4,"100m Hurdles - 33""",f,10th Grade,Green River Triangular,21.11,WY
411,9545031,2017-Apr-6,"300m Hurdles - 30""",f,10th Grade,Lyman Meet,1:08.08,WY
412,9545031,2017-Apr-13,"300m Hurdles - 30""",f,10th Grade,Evanston Invitational,1:07.77,WY
413,9545031,2017-Apr-21,"300m Hurdles - 30""",f,10th Grade,Green River Invitational,1:05.04,WY
414,9545031,2017-May-2,"300m Hurdles - 30""",f,10th Grade,Jeff Hereford Memorial,1:05.05,WY
415,9545031,2017-May-4,"300m Hurdles - 30""",f,10th Grade,Green River Triangular,1:01.64SR,WY
416,9545031,2016-Mar-24,100 Meters,f,9th Grade,Pete Wilson Memorial Invitational,14.94,WY
417,9545031,2016-Apr-8,100 Meters,f,9th Grade,Trojan Invitational,15.29,WY
418,9545031,2016-Mar-24,200 Meters,f,9th Grade,Pete Wilson Memorial Invitational,34.09,WY
419,9545031,2016-Apr-8,200 Meters,f,9th Grade,Trojan Invitational,32.70,WY
420,9545031,2016-Apr-28,200 Meters,f,9th Grade,Pinedale Mountain Man Invitational,34.28,WY
421,9545031,2016-Mar-24,"100m Hurdles - 33""",f,9th Grade,Pete Wilson Memorial Invitational,20.89SR,WY
422,9545031,2016-Apr-8,"100m Hurdles - 33""",f,9th Grade,Trojan Invitational,21.65,WY
423,9545031,2016-Apr-28,"100m Hurdles - 33""",f,9th Grade,Pinedale Mountain Man Invitational,21.41,WY
424,9545031,2016-May-3,"100m Hurdles - 33""",f,9th Grade,Jeff Hereford Memorial Invitational,21.03,WY
425,9545031,2016-Apr-28,"300m Hurdles - 30""",f,9th Grade,Pinedale Mountain Man Invitational,1:04.58,WY
426,9545031,2016-May-3,"300m Hurdles - 30""",f,9th Grade,Jeff Hereford Memorial Invitational,1:01.60,WY
427,9545031,2016-May-13,"300m Hurdles - 30""",f,9th Grade,4A West Regional,57.69,WY
428,12587822,2019-Apr-27,Shot Put - 4kg,f,10th Grade,Randolph Relays,28' 5,NJ
429,12587822,2019-May-1,Shot Put - 4kg,f,10th Grade,Big North Championships-Liberty & Independence,30' 5,NJ
430,12587822,2019-May-8,Shot Put - 4kg,f,10th Grade,Passaic County Championships,29' 10.25,NJ
431,12587822,2019-May-25,Shot Put - 4kg,f,10th Grade,NJSIAA Sectionals North 1 Group 4,27' 3.5,NJ
432,12587822,2019-Apr-27,Discus - 1kg,f,10th Grade,Randolph Relays,80' 4,NJ
433,12587822,2019-May-1,Discus - 1kg,f,10th Grade,Big North Championships-Liberty & Independence,91' 0,NJ
434,12587822,2019-May-8,Discus - 1kg,f,10th Grade,Passaic County Championships,83' 10,NJ
435,12587822,2019-May-18,Discus - 1kg,f,10th Grade,County Seat Invitational,78' 7,NJ
436,12587822,2019-May-25,Discus - 1kg,f,10th Grade,NJSIAA Sectionals North 1 Group 4,88' 5,NJ
437,12587822,2019-May-25,Javelin - 600g,f,10th Grade,NJSIAA Sectionals North 1 Group 4,88' 8,NJ
438,12587822,1201-Dec-17,Shot Put - 4kg,f,9th Grade,FDU Holiday Classic,25' 2,NJ
439,12587822,1201-Jan-15,Shot Put - 4kg,f,9th Grade,N.J. Big North-Liberty-Freedom-United Meet,26' 3.5,NJ
440,12587822,1201-Jan-29,Shot Put - 4kg,f,9th Grade,Passaic County Championships,26' 7,NJ
441,2146385,2011-Apr-14,Shot Put - 12lb,m,10th Grade,"Bolger-Mangan Memorial, Canton City Championships",25' 10,MI
442,2146385,2011-May-2,Shot Put - 12lb,m,10th Grade,Plymouth vs. Churchill,28' 7,MI
443,2146385,2011-May-13,Shot Put - 12lb,m,10th Grade,KLAA Kensington Conference Championships,27' 10.5,MI
444,2146385,2011-May-2,Discus - 1.6kg,m,10th Grade,Plymouth vs. Churchill,65' 7,MI
445,2146385,2011-May-13,Discus - 1.6kg,m,10th Grade,KLAA Kensington Conference Championships,62' 4,MI
446,8790912,2019-Mar-22,1600 Meters,f,9th Grade,GVSU Laker Challenge (Boys/Girls) D 3/4,6:37.65,MI
447,8790912,2019-Mar-27,1600 Meters,f,9th Grade,MSU True Team Invitational,7:06.69,MI
448,8790912,2019-Apr-10,1600 Meters,f,9th Grade,Williamston HS Quad,6:52.59,MI
449,8790912,2019-Apr-16,1600 Meters,f,9th Grade,GLAC Stockbridge and Lansing Christian vs Olivet,6:31.78,MI
450,8790912,2019-Apr-23,1600 Meters,f,9th Grade,GLAC Olivet HS @ Leslie HS,6:38.30,MI
451,8790912,2019-Apr-30,1600 Meters,f,9th Grade,GLAC Olivet HS at Perry HS,6:34.15,MI
452,8790912,2019-May-7,1600 Meters,f,9th Grade,GLAC Maple Valley @ Olivet,6:34.40,MI
453,8790912,2019-Mar-27,3200 Meters,f,9th Grade,MSU True Team Invitational,15:21.2h,MI
454,8790912,2019-Apr-10,3200 Meters,f,9th Grade,Williamston HS Quad,16:32.99,MI
455,8790912,2019-Apr-12,3200 Meters,f,9th Grade,Marshall Sportsfest Invitational,15:23.17,MI
456,8790912,2019-Apr-16,3200 Meters,f,9th Grade,GLAC Stockbridge and Lansing Christian vs Olivet,15:05.65,MI
457,8790912,2019-Apr-23,3200 Meters,f,9th Grade,GLAC Olivet HS @ Leslie HS,15:13.65,MI
458,8790912,2019-May-7,3200 Meters,f,9th Grade,GLAC Maple Valley @ Olivet,15:22.54,MI
459,8790912,1201-Mar-22,1600 Meters,f,9th Grade,GVSU Laker Challenge (Men/Women) D III/IV,6:37.65,MI
460,8790912,2018-Apr-23,1600 Meters,f,8th Grade,MS Olivet @ Leslie,7:41.31,MI
461,8790912,2018-Apr-25,1600 Meters,f,8th Grade,Olivet MS @ Perry MS,7:32.83,MI
462,8790912,2018-Apr-30,1600 Meters,f,8th Grade,MS Maple Valley @ Olivet,7:34.45,MI
463,8790912,2018-May-7,1600 Meters,f,8th Grade,MS Lakewood @ Olivet,7:49.17,MI
464,8790912,2018-May-9,1600 Meters,f,8th Grade,MS Stockbridge @ Olivet,7:29.74,MI
465,8790912,2018-May-16,1600 Meters,f,8th Grade,GLAC MS League Meet 2018,7:22.52SR,MI
466,8790912,2018-Apr-23,Pole Vault,f,8th Grade,MS Olivet @ Leslie,5' 9,MI
467,8790912,2018-Apr-25,Pole Vault,f,8th Grade,Olivet MS @ Perry MS,5' 0,MI
468,8790912,2018-Apr-30,Pole Vault,f,8th Grade,MS Maple Valley @ Olivet,5' 0,MI
469,8790912,2018-May-7,Pole Vault,f,8th Grade,MS Lakewood @ Olivet,5' 6,MI
470,8790912,2018-May-9,Pole Vault,f,8th Grade,MS Stockbridge @ Olivet,5' 6,MI
471,8790912,2017-Apr-24,1600 Meters,f,7th Grade,Perry MS @ Olivet MS,8:14.5h,MI
472,8790912,2017-Apr-26,1600 Meters,f,7th Grade,Olivet MS Glac,8:26.41,MI
473,8790912,2017-May-8,1600 Meters,f,7th Grade,Olivet MS @ Stockbridge MS,7:49.9h,MI
474,8790912,2017-May-10,1600 Meters,f,7th Grade,Leslie MS @ Olivet MS,7:01.76,MI
475,8790912,2017-May-15,1600 Meters,f,7th Grade,Leslie MS Blackhawk Invitational,7:03.33,MI
476,8790912,2017-May-17,1600 Meters,f,7th Grade,GLAC MS Conference Meet,6:57.65,MI
477,8790912,2017-Apr-24,Pole Vault,f,7th Grade,Perry MS @ Olivet MS,NH,MI
478,8790912,2017-Apr-26,Pole Vault,f,7th Grade,Olivet MS Glac,SCR,MI
479,8790912,2017-May-10,Pole Vault,f,7th Grade,Leslie MS @ Olivet MS,4' 0SR,MI
480,8790912,2017-May-15,Pole Vault,f,7th Grade,Leslie MS Blackhawk Invitational,NH,MI
481,4361323,2012-Apr-30,800 Meters,m,?,Bellwood-Antis Invitational,2:19.63,PA
482,10033126,2016-May-16,Shot Put - 6lb,f,7th Grade,MS Conference Meet at Wyoming,18' 3,MI
483,10033126,2016-May-16,Long Jump,f,7th Grade,MS Conference Meet at Wyoming,10' 5.5,MI
484,4494326,2013-Apr-13,200 Meters,f,10th Grade,Palos Verdes Invitational,30.27 (1.2),CA
485,4494326,2013-May-3,200 Meters,f,10th Grade,Suburban League Finals,29.80,CA
486,4494326,2013-May-3,400 Meters,f,10th Grade,Suburban League Finals,1:07.36,CA
487,4494326,2012-May-4,200 Meters,f,9th Grade,Suburban League Finals,29.81SR,CA
488,4494326,2012-May-4,200 Meters,f,9th Grade,Suburban League Finals,29.95 (-1.0),CA
489,4494326,2012-May-4,400 Meters,f,9th Grade,Suburban League Finals,1:07.56SR,CA
490,5959219,2014-Mar-6,1600 Meters,f,10th Grade,South Pasadena vs Alhambra,7:16.61,CA
491,5959219,2014-Mar-22,1600 Meters,f,10th Grade,Rosemead Track Invitational,6:38.96,CA
492,5959219,2014-May-9,1600 Meters,f,10th Grade,Almont League Finals,6:40.44,CA
493,5959219,2014-May-9,1600 Meters,f,10th Grade,Almont League Finals,6:33.35,CA
494,5959219,2014-Mar-6,3200 Meters,f,10th Grade,South Pasadena vs Alhambra,16:47.17,CA
495,5959219,2014-May-9,3200 Meters,f,10th Grade,Almont League Finals,15:09.08,CA
496,2100431,2012-Apr-11,100 Meters,m,11th Grade,TAPPS 3A District Meet,12.47,TX
497,2100431,2012-Apr-11,100 Meters,m,11th Grade,TAPPS 3A District Meet,12.49,TX
498,2100431,2012-Mar-24,Pole Vault,m,11th Grade,Bradley V. Urschel Invitational,10' 0,TX
499,2100431,2012-Mar-30,Pole Vault,m,11th Grade,Tom Landry Relays - HS ,11' 0,TX
500,2100431,2012-Apr-11,Pole Vault,m,11th Grade,TAPPS 3A District Meet,10' 6,TX
501,2100431,2012-Apr-19,Pole Vault,m,11th Grade,TAPPS 3A /4A North Regional Meet,12' 0,TX
502,2100431,2012-May-4,Pole Vault,m,11th Grade,TAPPS Track and Field State Meet,12' 0,TX
503,2100431,2012-May-5,Pole Vault,m,11th Grade,TAPPS 3A State Championship,12' 0,TX
504,2100431,2011-Mar-5,Pole Vault,m,10th Grade,2011 Texan Relays,NH,TX
505,2100431,2011-Mar-10,Pole Vault,m,10th Grade,POP Winter Warm Up,8' 0,TX
